F2339,Rocio,Castañeda,Rodriguez,1979-07-04,910999847,32725961,rocio.castañeda@vitasalud.com
F7290,Pedro,Vallejos,Roca,1958-08-12,947843105,64753146,pedro.vallejos@vitasalud.com
F7794,Olga,Carmona,Fernandez,1933-04-15,963211248,71972983,olga.carmona@vitasalud.com
F5513,Adriana,Mendoza,Navarro,1963-05-09,979608569,80935594,adriana.mendoza@vitasalud.com
F7603,Juana,Poma,Garcia,1976-03-10,989861593,63579473,juana.poma@vitasalud.com
F3621,Emilio,Hernandez,Calderon,1990-09-08,935311021,31668091,emilio.hernandez@vitasalud.com
F4023,Liliana,Mamani,Paredes,1931-04-25,997612013,88969370,liliana.mamani@vitasalud.com
F7349,Lilia,Loayza,Poma,1948-04-19,989444130,47804942,lilia.loayza@vitasalud.com
F6678,Renzo,Soto,Ramirez,1946-08-14,991795707,66099910,renzo.soto@vitasalud.com
F2845,Manuel,Peña,Aguilar,1988-05-24,912216272,47080994,manuel.peña@vitasalud.com
F9495,Nelson,Hernandez,Gomez,1954-04-19,946050538,24517398,nelson.hernandez@vitasalud.com
F9549,Nestor,Paredes,Loayza,1949-05-06,979817500,91620116,nestor.paredes@vitasalud.com
F8083,Patricia,Estrada,Reyes,1976-12-14,935665889,90055150,patricia.estrada@vitasalud.com
F7742,Lissette,Cardenas,Calderon,2017-06-17,910537757,15161396,lissette.cardenas@vitasalud.com
F1906,Yolanda,Flores,Acuña,2007-08-07,942444717,65822567,yolanda.flores@vitasalud.com
F6989,Marlene,Pacheco,Gomez,2005-12-02,943410517,35597602,marlene.pacheco@vitasalud.com
F8447,Fredy,Roca,Chavez,1956-08-11,928351110,45044632,fredy.roca@vitasalud.com
F9589,Cristina,Chambi,Puma,1963-09-02,991907117,82734790,cristina.chambi@vitasalud.com
F5139,Alejandro,Luna,Peña,1962-12-10,919725772,45959582,alejandro.luna@vitasalud.com
F8637,Marco,Valle,Soto,1996-04-18,943467547,33695406,marco.valle@vitasalud.com
F1482,Lucia,Mendoza,Condori,1960-04-02,991548884,81243965,lucia.mendoza@vitasalud.com
F7224,Cesar,Vega,Cruz,1972-06-28,999670074,60710306,cesar.vega@vitasalud.com
F2590,Ricardo,Loayza,Gomez,2021-10-05,918764560,51666549,ricardo.loayza@vitasalud.com
F7907,Olga,Roca,Castañeda,2009-11-07,970523561,96449750,olga.roca@vitasalud.com
F6575,Ana,Salazar,Hinojosa,1976-01-27,933612594,40357937,ana.salazar@vitasalud.com
F1621,Carmen,Calderon,Roca,2014-03-03,973894756,39465739,carmen.calderon@vitasalud.com
F8653,Julia,Mayta,Aguilar,1986-12-24,916268775,92681012,julia.mayta@vitasalud.com
F7855,Manuel,Castañeda,Rojas,2005-03-02,922896582,37137596,manuel.castañeda@vitasalud.com
F9231,Gisela,Peña,Arce,1951-10-03,977028829,73522110,gisela.peña@vitasalud.com
F5178,Roberto,Roca,Chambi,2016-05-04,935499102,67162466,roberto.roca@vitasalud.com
F8750,Emilio,Gomez,Hinojosa,1989-06-05,949095962,68385326,emilio.gomez@vitasalud.com
F5448,Lourdes,Mayta,Medina,1939-05-15,954914205,98785005,lourdes.mayta@vitasalud.com
F6462,Fiorella,Carranza,Leon,1982-03-16,920271600,48823459,fiorella.carranza@vitasalud.com
F7240,Marlon,Valdez,Valencia,1951-11-17,958115458,69859162,marlon.valdez@vitasalud.com
F8175,Efrain,Vera,Vega,1966-09-14,973040797,81798977,efrain.vera@vitasalud.com
F9644,Teresa,Landa,Medina,2002-11-03,992911577,92222339,teresa.landa@vitasalud.com
F2790,Mario,Estrella,Diaz,1972-05-19,981785388,26802489,mario.estrella@vitasalud.com
F7597,Josue,Loayza,Carranza,1943-02-05,989760791,15184418,josue.loayza@vitasalud.com
F1246,Janet,Flores,Aguirre,1973-02-11,911844092,86401744,janet.flores@vitasalud.com
F5347,Miguel,Vargas,Pizarro,1987-09-14,938844661,29379374,miguel.vargas@vitasalud.com
