D4249, 071491, Mónica, Figueroa, Vargas, 10/5/1967, 966948864, 23382340, mónica.figueroa@vitasalud.com, Neurología
D5880, 039215, Lourdes, Cruz, Contreras, 11/10/1967, 970633208, 47204253, lourdes.cruz@vitasalud.com, Neurología
D7375, 080649, Óscar, Hidalgo, Miranda, 8/3/1993, 925253870, 31276290, óscar.hidalgo@vitasalud.com, Dermatología
D4413, 031327, Berta, Cabrera, Ortega, 1/9/1954, 919035711, 76014517, berta.cabrera@vitasalud.com, Gastroenterología
D1213, 011761, Helga, Aravena, Pérez, 1/9/1993, 923193575, 37745706, helga.aravena@vitasalud.com, Medicina Interna
D7773, 096912, Rubén, Montes, Salazar, 7/1/2023, 970851873, 47094227, rubén.montes@vitasalud.com, Medicina Familiar y Comunitaria
D6765, 099789, Daniel, Hidalgo, Pérez, 24/11/2004, 923725910, 56395847, daniel.hidalgo@vitasalud.com, Medicina Familiar y Comunitaria
D8823, 079736, Ariadna, Navarro, Cortés, 10/8/1957, 959082946, 70830194, ariadna.navarro@vitasalud.com, Endocrinología
D7617, 084958, Ana, Molina, Carrasco, 21/11/2023, 913935427, 61284501, ana.molina@vitasalud.com, Medicina General
D3204, 028498, Daniel, Bustos, Aguilar, 21/7/1947, 941536046, 89093859, daniel.bustos@vitasalud.com, Cirugía General
D7812, 088273, Adela, Parra, Acosta, 11/7/1985, 972492710, 45980169, adela.parra@vitasalud.com, Cirugía General
D5676, 062649, Berta, Romero, Escobar, 26/9/1974, 934889937, 78196781, berta.romero@vitasalud.com, Urología
D6623, 067039, Pedro, Araya, Parra, 12/1/1953, 992137863, 33874331, pedro.araya@vitasalud.com, Medicina General
D9853, 045019, Isabel, Bello, Venegas, 24/4/2005, 931069277, 20592017, isabel.bello@vitasalud.com, Medicina Familiar y Comunitaria
D7143, 097180, Rocío, Fuentes, Olivares, 5/7/1990, 990581784, 69113478, rocío.fuentes@vitasalud.com, Obstetricia y Ginecología
D5723, 075143, Manuel, Díaz, Ibacache, 20/8/1976, 982218825, 79315344, manuel.díaz@vitasalud.com, Dermatología
D2341, 096910, Emilia, Ibacache, Ríos, 19/12/2021, 988307200, 66738252, emilia.ibacache@vitasalud.com, Endocrinología
D6290, 027675, Rubén, Carvajal, Ponce, 20/12/1938, 943079235, 17457856, rubén.carvajal@vitasalud.com, Neurología
D8056, 052109, Vicente, Cortés, Vidal, 5/8/1958, 996040168, 36752780, vicente.cortés@vitasalud.com, Medicina Interna
D3589, 021151, Óscar, Campos, Rivera, 6/10/1943, 944292243, 19360174, óscar.campos@vitasalud.com, Medicina Interna
D8225, 034441, Andrea, Silva, Zúñiga, 2/6/1981, 949933248, 33747384, andrea.silva@vitasalud.com, Medicina General
D2270, 028553, Gloria, Ibacache, Araya, 3/4/2015, 932410428, 42194563, gloria.ibacache@vitasalud.com, Anestesiología
D8087, 048000, Adriana, Romero, Peralta, 23/12/1965, 983588012, 16008662, adriana.romero@vitasalud.com, Oftalmología
D9106, 039787, Elena, Rodríguez, Cáceres, 26/8/1976, 967105660, 66857296, elena.rodríguez@vitasalud.com, Endocrinología
D3268, 085340, Lucía, López, Vega, 1/9/1940, 988920252, 52355660, lucía.lópez@vitasalud.com, Medicina Interna
D9793, 017133, Fernando, Olivares, Duarte, 27/9/1935, 955090859, 93745210, fernando.olivares@vitasalud.com, Urología
D4133, 066467, Margarita, Gómez, Vera, 18/4/1993, 971420416, 71040038, margarita.gómez@vitasalud.com, Medicina Interna
D5048, 043250, Lourdes, Gómez, Rojas, 21/7/1988, 910887499, 58966036, lourdes.gómez@vitasalud.com, Dermatología
D7935, 054121, Ramón, Zúñiga, Vásquez, 19/8/2009, 933197612, 59924395, ramón.zúñiga@vitasalud.com, Anestesiología
D8220, 083551, Roberto, Ibacache, Carrasco, 17/9/1932, 952467653, 23406452, roberto.ibacache@vitasalud.com, Endocrinología
D7131, 013965, Mariano, Torres, Ibacache, 10/6/2003, 952636288, 28554876, mariano.torres@vitasalud.com, Oncología
D8124, 016936, Luis, Ibarra, Díaz, 8/3/1953, 975729515, 36052966, luis.ibarra@vitasalud.com, Obstetricia y Ginecología
D7395, 083661, Inés, Godoy, López, 12/10/2012, 988294116, 92343639, inés.godoy@vitasalud.com, Otorrinolaringología
D8684, 034044, Emilia, Luna, Díaz, 10/2/1959, 962340789, 37144344, emilia.luna@vitasalud.com, Radiología
D7358, 071650, Andrea, Rojas, Cisternas, 25/7/2022, 945819809, 21271081, andrea.rojas@vitasalud.com, Dermatología
D5860, 074381, Adriana, Delgado, Escobar, 4/2/2010, 961972052, 79681778, adriana.delgado@vitasalud.com, Urología
D8105, 060482, Naiara, Peralta, Reyes, 24/10/2010, 940117593, 87760176, naiara.peralta@vitasalud.com, Urología
D7891, 039120, Julián, Valdés, Soto, 7/12/2018, 985114474, 75296401, julián.valdés@vitasalud.com, Nefrología
D4884, 068698, Elena, Aguilar, Delgado, 18/6/2009, 959325979, 51771910, elena.aguilar@vitasalud.com, Nefrología
D2663, 087198, Marina, Pérez, Valenzuela, 28/9/1944, 980736608, 91119209, marina.pérez@vitasalud.com, Otorrinolaringología
D9271, 094590, Eugenia, Peña, Barrera, 4/4/2012, 955808378, 65575412, eugenia.peña@vitasalud.com, Medicina Familiar y Comunitaria
D6672, 064197, Sergio, Olivares, Bravo, 6/7/1991, 990156348, 15791562, sergio.olivares@vitasalud.com, Dermatología
D4765, 082333, Patricia, Fuentes, Cifuentes, 22/9/2009, 913087188, 59375609, patricia.fuentes@vitasalud.com, Cirugía Plástica
D9185, 036020, Marta, Ramírez, Ramírez, 16/3/1935, 967740393, 60219329, marta.ramírez@vitasalud.com, Dermatología
D1606, 052027, Almudena, Delgado, Morales, 21/5/2016, 918863434, 67872462, almudena.delgado@vitasalud.com, Radiología
D4206, 059948, Manuel, López, Ortega, 20/9/1939, 934500142, 46996242, manuel.lópez@vitasalud.com, Gastroenterología
D8545, 068421, Cecilia, Contreras, Guzmán, 21/7/1964, 952366243, 82078448, cecilia.contreras@vitasalud.com, Pediatría
D4973, 048982, Adriana, Alarcón, Pizarro, 2/7/1951, 937264961, 15280594, adriana.alarcón@vitasalud.com, Oncología
D8841, 082946, Margarita, Morales, Paredes, 20/8/1965, 991888382, 79077980, margarita.morales@vitasalud.com, Medicina Familiar y Comunitaria
D6998, 077280, Carmen, Guerrero, Campos, 27/9/1960, 926911173, 12428927, carmen.guerrero@vitasalud.com, Oftalmología
D9290, 065798, Gloria, Castillo, Lara, 19/8/2021, 973467912, 25628051, gloria.castillo@vitasalud.com, Radiología
D2558, 042021, Amparo, Navarro, Gallardo, 3/2/1956, 966433822, 84517206, amparo.navarro@vitasalud.com, Obstetricia y Ginecología
D7591, 010163, Estela, Bello, Peralta, 4/5/1972, 918129663, 11443172, estela.bello@vitasalud.com, Oncología
D1275, 020838, Valeria, Ortega, Mendoza, 7/8/2010, 968262726, 92981627, valeria.ortega@vitasalud.com, Urología
D6152, 088608, Antonio, Bustos, Paredes, 22/9/1978, 916607329, 21676523, antonio.bustos@vitasalud.com, Cirugía Plástica
D2665, 054643, Ángela, Navarro, Soto, 28/9/2006, 974268383, 48087731, ángela.navarro@vitasalud.com, Radiología
D2744, 082619, Cielo, Reyes, Luna, 25/4/1950, 910839204, 56108029, cielo.reyes@vitasalud.com, Medicina General
D2773, 030414, Helena, Silva, Rojas, 27/9/2005, 916233096, 77419617, helena.silva@vitasalud.com, Anestesiología
D1792, 030244, Claudia, Avila, Castillo, 22/11/2014, 949784804, 69129960, claudia.avila@vitasalud.com, Gastroenterología
D7537, 058798, Joaquín, Avila, Cifuentes, 14/4/1974, 971544192, 77994367, joaquín.avila@vitasalud.com, Medicina Interna
D7669, 037062, Roberto, Gutiérrez, Pizarro, 11/8/1976, 976420546, 67171804, roberto.gutiérrez@vitasalud.com, Pediatría
D7246, 024699, Enrique, Gallardo, Chávez, 26/12/1984, 933395585, 28754155, enrique.gallardo@vitasalud.com, Nefrología
D1080, 057075, Santiago, Molina, Avila, 19/12/1982, 994832830, 99659983, santiago.molina@vitasalud.com, Medicina Interna
D2383, 036269, Ximena, Bravo, Estrada, 20/7/1942, 926640116, 38713619, ximena.bravo@vitasalud.com, Oftalmología
D7506, 011518, Marcos, Hidalgo, Sánchez, 6/12/1963, 916004431, 92463478, marcos.hidalgo@vitasalud.com, Cardiología
D1957, 046875, Fernando, García, Ibarra, 25/8/1974, 950282165, 61016571, fernando.garcía@vitasalud.com, Psiquiatría
D3852, 022813, Ximena, Figueroa, Martínez, 13/5/2021, 981592459, 21985775, ximena.figueroa@vitasalud.com, Medicina Interna
D2619, 063875, Salma, Chávez, Flores, 2/3/1984, 993257140, 19944056, salma.chávez@vitasalud.com, Medicina Interna
D4913, 069662, Yolanda, García, Estrada, 17/6/1985, 936345484, 65319243, yolanda.garcía@vitasalud.com, Gastroenterología
D2140, 022084, Alberto, Avila, Vega, 13/10/2010, 943552813, 87427990, alberto.avila@vitasalud.com, Radiología
D3815, 088650, Nerea, Bello, Zúñiga, 4/2/1992, 918700520, 92555402, nerea.bello@vitasalud.com, Urología
D6016, 043487, Olga, Fuentes, Alarcón, 16/11/1971, 939457781, 26476779, olga.fuentes@vitasalud.com, Nefrología
D4277, 015642, Belén, Gutiérrez, Gómez, 16/5/1990, 917988624, 78146873, belén.gutiérrez@vitasalud.com, Endocrinología
D3460, 039050, Estela, Venegas, Castillo, 14/8/1982, 984791422, 71752748, estela.venegas@vitasalud.com, Oftalmología
D7079, 087104, Ximena, Valenzuela, Rodríguez, 22/3/1966, 960180592, 92741454, ximena.valenzuela@vitasalud.com, Cardiología
D1128, 093218, Lourdes, Tapia, García, 11/4/1997, 931830492, 49668482, lourdes.tapia@vitasalud.com, Cirugía General
D4396, 010009, Marina, Aguilar, Paredes, 12/11/2019, 917230940, 46798681, marina.aguilar@vitasalud.com, Oncología
D2954, 014110, Ximena, Salazar, Cabrera, 22/12/1964, 965148042, 94870602, ximena.salazar@vitasalud.com, Endocrinología
D9858, 040240, Mercedes, Olivares, Ramírez, 9/1/2011, 971975694, 13228410, mercedes.olivares@vitasalud.com, Radiología
D1212, 037327, Mónica, Ibarra, Castillo, 5/12/1948, 955082897, 57916029, mónica.ibarra@vitasalud.com, Radiología
D7116, 047802, David, Andrade, Parra, 17/5/1962, 916534735, 28831486, david.andrade@vitasalud.com, Oftalmología
D1379, 040304, Ariadna, Sepúlveda, Estrada, 26/4/1952, 938990696, 88067476, ariadna.sepúlveda@vitasalud.com, Oftalmología
D1521, 083664, Luz, Estrada, Campos, 28/3/1938, 917872510, 97950047, luz.estrada@vitasalud.com, Neurología
D7239, 036292, Daniela, Montes, Fernández, 4/4/1944, 997246448, 20834518, daniela.montes@vitasalud.com, Pediatría
D8516, 083270, Celia, Rodríguez, Delgado, 3/5/1961, 964760463, 49569386, celia.rodríguez@vitasalud.com, Neurología
D5251, 042338, Francisco, Andrade, Estrada, 27/5/2002, 962079220, 13381992, francisco.andrade@vitasalud.com, Oftalmología
D1123, 037822, Aurora, Rodríguez, Valdés, 11/6/1982, 923212531, 80043206, aurora.rodríguez@vitasalud.com, Pediatría
D8066, 051440, Sara, Vera, Valdés, 18/6/1987, 912862855, 90778797, sara.vera@vitasalud.com, Medicina General
D2272, 057744, Carla, Cifuentes, Mendoza, 2/11/1943, 912928974, 43509212, carla.cifuentes@vitasalud.com, Cirugía Plástica
