D6726, 083734, Carlos, Venegas, Valenzuela, 13/9/1940, 999680662, 71529827, carlos.venegas@hotmail.com, Radiología
D3100, 062090, Carmen, Peralta, Fernández, 24/11/1972, 917515349, 15340551, carmen.peralta@hotmail.com, Neurología
D4457, 083421, Hugo, Peralta, Sepúlveda, 26/11/1976, 914176807, 26794867, hugo.peralta@hotmail.com, Urología
D5757, 099222, Abril, Navarro, Bello, 16/3/1934, 963143664, 64934327, abril.navarro@hotmail.com, Pediatría
D7960, 024289, Gisela, Silva, Vásquez, 10/4/1997, 933211079, 31762417, gisela.silva@hotmail.com, Psiquiatría
D8724, 036107, Lucía, Ibarra, Andrade, 13/8/1937, 932725613, 84776417, lucía.ibarra@hotmail.com, Cardiología
D1824, 095188, Carolina, Campos, Gómez, 25/11/2010, 953540028, 13036034, carolina.campos@hotmail.com, Anestesiología
D8667, 062651, Olga, Molina, Lara, 9/1/1976, 946587223, 53766514, olga.molina@hotmail.com, Obstetricia y Ginecología
D5159, 017001, Manuela, Álvarez, Valenzuela, 7/1/1933, 968363844, 74817740, manuela.álvarez@hotmail.com, Nefrología
D6472, 049441, Paloma, Campos, Sánchez, 13/1/1949, 912837177, 82678275, paloma.campos@hotmail.com, Cirugía General
D2294, 037373, Adela, Guzmán, Venegas, 5/6/2000, 982412455, 40786986, adela.guzmán@hotmail.com, Neurología
D6416, 041635, Paula, García, Araya, 21/6/2021, 945195679, 82423759, paula.garcía@hotmail.com, Cirugía General
D9941, 075975, Cielo, Cabrera, Cisternas, 28/9/1973, 994814272, 29872010, cielo.cabrera@hotmail.com, Cirugía Plástica
D1065, 047054, Eugenia, Cortés, Rivera, 21/6/1955, 992189348, 31654465, eugenia.cortés@hotmail.com, Cirugía General
D8121, 030906, Sandra, Delgado, Sepúlveda, 27/12/1983, 966041817, 92407883, sandra.delgado@hotmail.com, Otorrinolaringología
D7462, 089397, Daniel, Contreras, Carrasco, 10/7/1966, 965248669, 40972068, daniel.contreras@hotmail.com, Pediatría
D8418, 054055, Sara, Álvarez, Montes, 19/9/1935, 947085588, 14948206, sara.álvarez@hotmail.com, Otorrinolaringología
D2318, 068680, Laura, Morales, Cisternas, 17/11/2009, 933604209, 41192426, laura.morales@hotmail.com, Medicina General
D8739, 071541, Miguel Ángel, García, Escobar, 17/4/2016, 987798203, 54065795, miguel ángel.garcía@hotmail.com, Dermatología
D6210, 028934, Ignacio, Figueroa, Hernández, 27/3/2007, 932319683, 35102667, ignacio.figueroa@hotmail.com, Radiología
D4779, 060669, Sandra, Ruiz, Valenzuela, 20/6/1960, 921953752, 77235530, sandra.ruiz@hotmail.com, Medicina Interna
D9990, 040027, Antonio, Torres, Herrera, 8/6/2004, 937079177, 85510376, antonio.torres@hotmail.com, Medicina Familiar y Comunitaria
D5125, 043609, Belén, Contreras, Delgado, 24/5/1980, 947810350, 96172415, belén.contreras@hotmail.com, Neurología
D1545, 049242, Celia, Romero, Álvarez, 26/3/1995, 968858326, 27339602, celia.romero@hotmail.com, Obstetricia y Ginecología
D3156, 087140, Celia, Bello, Jiménez, 6/11/1944, 977831182, 89146519, celia.bello@hotmail.com, Cirugía General
D3044, 060683, Isidora, Ibacache, Jiménez, 24/3/1979, 955694802, 25963681, isidora.ibacache@hotmail.com, Radiología
D9648, 034305, Pedro, Pizarro, Vargas, 4/6/1969, 934215634, 19863075, pedro.pizarro@hotmail.com, Anestesiología
D3048, 073288, Javier, Abarca, Estrada, 10/3/2014, 920894005, 91193426, javier.abarca@hotmail.com, Cirugía General
D1759, 067116, Ainhoa, Estrada, Molina, 26/7/1966, 991310082, 54098069, ainhoa.estrada@hotmail.com, Urología
D3967, 052302, Marta, Herrera, Aguilar, 9/7/1993, 994565226, 48874736, marta.herrera@hotmail.com, Gastroenterología
D8061, 079421, Isidora, Pérez, García, 22/5/2012, 960642937, 13121018, isidora.pérez@hotmail.com, Cirugía General
D3896, 079398, Helga, Carrasco, Carvajal, 3/4/1970, 947275661, 53606863, helga.carrasco@hotmail.com, Medicina Familiar y Comunitaria
D7474, 096681, Ximena, Cáceres, Vargas, 20/8/1989, 972464487, 71279236, ximena.cáceres@hotmail.com, Cardiología
D8031, 019437, Lidia, Rodríguez, Flores, 15/3/1988, 997546847, 32860680, lidia.rodríguez@hotmail.com, Anestesiología
D1866, 086978, Esther, Lara, Rivera, 22/7/1982, 921091466, 23778056, esther.lara@hotmail.com, Psiquiatría
D4670, 054874, Sergio, Ibarra, Silva, 4/7/1944, 916660842, 47156152, sergio.ibarra@hotmail.com, Obstetricia y Ginecología
D2571, 017608, Miriam, Cortés, Peña, 23/8/2019, 954943094, 22975840, miriam.cortés@hotmail.com, Medicina Familiar y Comunitaria
D7677, 026083, Carlos, Lara, Andrade, 27/2/1937, 987806115, 25273414, carlos.lara@hotmail.com, Endocrinología
D8605, 097628, Jorge, Valenzuela, Guerrero, 28/9/1952, 935707552, 95830693, jorge.valenzuela@hotmail.com, Urología
D5986, 027576, Paula, Guzmán, Cortés, 9/8/1954, 932920367, 92295802, paula.guzmán@hotmail.com, Medicina Interna
D7438, 015745, Miguel, Flores, Fuentes, 2/5/1985, 989973251, 95731158, miguel.flores@hotmail.com, Medicina Interna
D3818, 050496, Ángela, Álvarez, Mendoza, 3/3/2002, 992874761, 92084776, ángela.álvarez@hotmail.com, Anestesiología
D2627, 063307, Miriam, Guzmán, Salazar, 11/11/1943, 972404194, 58351153, miriam.guzmán@hotmail.com, Dermatología
D6964, 020374, Salma, Miranda, Gómez, 7/12/1935, 973893658, 24647773, salma.miranda@hotmail.com, Dermatología
D9147, 033942, Claudia, Carvajal, Olivares, 4/12/1987, 998529717, 72825375, claudia.carvajal@hotmail.com, Oncología
D3377, 064780, Salma, Luna, Salazar, 11/4/1958, 919728599, 44445753, salma.luna@hotmail.com, Medicina Interna
D6265, 017243, Santiago, Campos, Rodríguez, 15/10/1992, 958837167, 44388278, santiago.campos@hotmail.com, Medicina Familiar y Comunitaria
D2257, 090316, Helga, Pérez, Vera, 23/8/2019, 983465526, 90767903, helga.pérez@hotmail.com, Medicina General
D2444, 074292, Jordi, Ortega, Ibarra, 11/12/1955, 998457290, 78379266, jordi.ortega@hotmail.com, Pediatría
D6529, 039228, Leire, Olivares, Araya, 5/12/1984, 991283823, 18541480, leire.olivares@hotmail.com, Nefrología
D4653, 054522, Elena, Guerrero, Andrade, 1/8/1940, 970432399, 44436776, elena.guerrero@hotmail.com, Nefrología
D8522, 063111, Beatriz, Carrasco, Bustos, 13/6/1985, 923771335, 69865024, beatriz.carrasco@hotmail.com, Oftalmología
D5395, 039908, Eugenia, Duarte, López, 17/3/2020, 953780151, 94206265, eugenia.duarte@hotmail.com, Otorrinolaringología
D1373, 094947, Sandra, Jiménez, Hernández, 24/10/1985, 956855813, 38661655, sandra.jiménez@hotmail.com, Radiología
D4463, 011927, Emilio, Vega, Vargas, 21/2/1965, 924800146, 83876270, emilio.vega@hotmail.com, Psiquiatría
D7563, 097826, Julieta, Cifuentes, Vera, 25/2/2000, 981232747, 64411982, julieta.cifuentes@hotmail.com, Nefrología
D2537, 043007, Helga, Avila, Lara, 17/1/1999, 922709175, 59203214, helga.avila@hotmail.com, Medicina Familiar y Comunitaria
D6005, 036946, Manuela, Vega, Ríos, 5/5/1964, 994997878, 30350106, manuela.vega@hotmail.com, Anestesiología
D8640, 071276, Iván, Cáceres, Cifuentes, 21/9/1949, 998471626, 70972664, iván.cáceres@hotmail.com, Anestesiología
D7836, 023485, Lourdes, Guzmán, Zúñiga, 18/2/1934, 992603086, 45381856, lourdes.guzmán@hotmail.com, Cirugía Plástica
D8050, 080494, Ada, Avila, Rodríguez, 20/8/1955, 963187087, 79520563, ada.avila@hotmail.com, Oncología
D7232, 074603, Berta, Díaz, Cisternas, 17/7/1943, 984391051, 35866814, berta.díaz@hotmail.com, Cirugía General
D6819, 022619, Naiara, Castillo, López, 20/4/2000, 924526457, 25790027, naiara.castillo@hotmail.com, Neurología
D6931, 083396, Cecilia, Paredes, Silva, 24/6/1974, 989981938, 70297790, cecilia.paredes@hotmail.com, Gastroenterología
D3092, 098951, Marta, Guerrero, Cabrera, 8/10/1954, 964379283, 44647051, marta.guerrero@hotmail.com, Obstetricia y Ginecología
D8720, 053390, Nuria, Alarcón, Gutiérrez, 27/3/2013, 939725029, 54038895, nuria.alarcón@hotmail.com, Gastroenterología
D6499, 019448, Aitana, Hidalgo, Cortés, 10/7/2018, 919694439, 30561803, aitana.hidalgo@hotmail.com, Oncología
D2983, 083367, Clara, Bello, Cisternas, 9/7/1982, 945683602, 82665545, clara.bello@hotmail.com, Medicina Interna
D1020, 068037, Amparo, Tapia, Díaz, 6/11/2020, 922141086, 86419411, amparo.tapia@hotmail.com, Radiología
D2808, 072693, Rosa, Vidal, Luna, 2/3/1949, 914456686, 11580919, rosa.vidal@hotmail.com, Pediatría
D8259, 067278, Yolanda, Peralta, Chávez, 10/3/2012, 937622099, 57066602, yolanda.peralta@hotmail.com, Cirugía General
D5937, 080412, Ignacio, Jiménez, Guzmán, 20/4/1957, 947568825, 94689315, ignacio.jiménez@hotmail.com, Cardiología
D7603, 044856, Isidora, Guzmán, Gutiérrez, 5/4/2013, 954495022, 81716528, isidora.guzmán@hotmail.com, Oftalmología
D1015, 052850, Valeria, Duarte, Navarro, 9/11/2004, 991019193, 22218959, valeria.duarte@hotmail.com, Gastroenterología
D3749, 034785, Celia, Pérez, Pizarro, 6/1/1939, 989182401, 54154969, celia.pérez@hotmail.com, Medicina Interna
D2434, 030047, Luz, Escobar, Gutiérrez, 27/2/1986, 949742928, 49705760, luz.escobar@hotmail.com, Radiología
D3536, 065508, Montserrat, Gómez, Cáceres, 27/3/1978, 925263372, 25158177, montserrat.gómez@hotmail.com, Pediatría
D1550, 052645, Victoria, Gallardo, Venegas, 4/4/1932, 936890884, 83992804, victoria.gallardo@hotmail.com, Oftalmología
D9700, 050057, Amparo, Carvajal, Barrera, 28/11/2004, 913137509, 89891001, amparo.carvajal@hotmail.com, Nefrología
D9318, 081215, Dolores, Sepúlveda, Cabrera, 19/12/1960, 926651703, 19585099, dolores.sepúlveda@hotmail.com, Medicina Familiar y Comunitaria
D4534, 042149, Carolina, Contreras, Cortés, 7/6/1949, 923665978, 56021915, carolina.contreras@hotmail.com, Radiología
D7541, 062556, Joaquín, Hidalgo, Castillo, 24/12/1994, 948115038, 54426732, joaquín.hidalgo@hotmail.com, Dermatología
D3493, 041129, Eva, Castillo, Hidalgo, 18/4/1956, 936786110, 79898859, eva.castillo@hotmail.com, Endocrinología
D8272, 085271, Eugenia, Bello, Ramírez, 18/2/1948, 968020783, 14973228, eugenia.bello@hotmail.com, Endocrinología
D7711, 034246, Ana, Morales, Cortés, 16/3/1982, 956987051, 31393690, ana.morales@hotmail.com, Cardiología
D3179, 024545, Ximena, Cruz, Hidalgo, 15/8/2016, 985877925, 75048815, ximena.cruz@hotmail.com, Cirugía Plástica
D1999, 098045, Íria, Zúñiga, Espinoza, 3/9/1960, 973305791, 45405200, íria.zúñiga@hotmail.com, Radiología
D9749, 086594, Mónica, Godoy, Castillo, 8/11/1956, 966902465, 83945601, mónica.godoy@hotmail.com, Oftalmología
D5805, 034584, Alba, Hernández, Acosta, 2/11/1939, 955163244, 77153989, alba.hernández@hotmail.com, Radiología
D4594, 080984, Antonio, Chávez, Ortega, 8/7/1984, 993578357, 49673242, antonio.chávez@hotmail.com, Gastroenterología
D8942, 010348, Eugenia, Luna, Bravo, 27/12/1986, 931898179, 48640424, eugenia.luna@hotmail.com, Medicina Interna
D7683, 087199, José, Miranda, Bustos, 16/7/1980, 996467968, 15341422, josé.miranda@hotmail.com, Cardiología
D7082, 048735, Carla, Escobar, Morales, 1/10/1999, 989461285, 87985658, carla.escobar@hotmail.com, Cardiología
D9160, 038352, Joaquín, Hidalgo, Rivera, 19/11/2000, 914432222, 65808000, joaquín.hidalgo@hotmail.com, Medicina General
D5910, 049167, Carla, Jiménez, Paredes, 1/10/1955, 977302236, 36354712, carla.jiménez@hotmail.com, Urología
D7499, 086361, Jesús, Cáceres, Aguilar, 10/12/1977, 986473291, 60600201, jesús.cáceres@hotmail.com, Radiología
D1818, 033372, Daniela, Olivares, Molina, 8/2/1966, 935873562, 56431690, daniela.olivares@hotmail.com, Nefrología
D7674, 088292, Berta, Venegas, Rivera, 13/8/2021, 965742529, 33801924, berta.venegas@hotmail.com, Urología
D6115, 032699, Ada, Tapia, Romero, 2/12/1985, 910209459, 38635206, ada.tapia@hotmail.com, Cirugía Plástica
D5957, 049697, Amelia, Contreras, Díaz, 14/11/1953, 927296738, 32699573, amelia.contreras@hotmail.com, Psiquiatría
D6436, 054817, Rubén, Guerrero, Rodríguez, 19/9/1960, 971768075, 15157305, rubén.guerrero@hotmail.com, Endocrinología
D3255, 046246, Isidora, Cáceres, Fernández, 10/6/2011, 991956047, 85668348, isidora.cáceres@hotmail.com, Psiquiatría
D9491, 075076, Luis, Miranda, Fernández, 12/4/2012, 935854835, 35489461, luis.miranda@hotmail.com, Nefrología
D5536, 070066, Gisela, Rojas, Vidal, 22/8/1968, 916341664, 36372693, gisela.rojas@hotmail.com, Medicina Familiar y Comunitaria
D3000, 037258, Salvador, Campos, Rodríguez, 2/6/1933, 990474506, 67924830, salvador.campos@hotmail.com, Anestesiología
D7369, 085093, Marina, Sánchez, Ruiz, 24/8/2015, 920806685, 21979357, marina.sánchez@hotmail.com, Anestesiología
D7957, 062972, Marcos, Molina, Aravena, 1/10/1963, 944743414, 47741959, marcos.molina@hotmail.com, Cardiología
D3890, 092477, Cecilia, Aravena, Espinoza, 16/3/1948, 931825508, 59921313, cecilia.aravena@hotmail.com, Neurología
D2833, 070461, Nuria, Cáceres, Guerrero, 14/12/1967, 964121722, 84108469, nuria.cáceres@hotmail.com, Radiología
D2758, 067999, Amparo, Cortés, Estrada, 25/8/1977, 923987891, 23072710, amparo.cortés@hotmail.com, Obstetricia y Ginecología
D9738, 041404, Nerea, Ramírez, Rodríguez, 22/6/1989, 969047368, 93221130, nerea.ramírez@hotmail.com, Anestesiología
D6416, 079994, Renata, González, Escobar, 5/2/1984, 917543720, 76452109, renata.gonzález@hotmail.com, Gastroenterología
D1394, 099679, Lourdes, Cabrera, Delgado, 14/9/1994, 989019086, 53467860, lourdes.cabrera@hotmail.com, Otorrinolaringología
D3003, 033634, Alba, Flores, Godoy, 24/11/2015, 971160374, 54230256, alba.flores@hotmail.com, Oncología
D6448, 069896, Paula, Valdés, Araya, 26/11/1995, 995170435, 85801487, paula.valdés@hotmail.com, Cardiología
D8250, 097633, Sara, Vera, Venegas, 7/3/1991, 998869842, 97936548, sara.vera@hotmail.com, Nefrología
D1663, 020139, Elisa, Álvarez, Abarca, 19/11/1985, 989716527, 80577229, elisa.álvarez@hotmail.com, Oftalmología
D7431, 088545, Almudena, Vega, Cortés, 7/4/2023, 919044497, 13976969, almudena.vega@hotmail.com, Gastroenterología
D1780, 012604, Antonio, Hidalgo, Vera, 4/2/1988, 942110035, 72624249, antonio.hidalgo@hotmail.com, Obstetricia y Ginecología
D5388, 054021, Pedro, Escobar, Peña, 14/10/1997, 948903020, 14446548, pedro.escobar@hotmail.com, Medicina General
D1468, 047560, Salvador, González, Cortés, 7/2/1939, 926792287, 74311455, salvador.gonzález@hotmail.com, Otorrinolaringología
D5435, 085507, Emilio, Cabrera, Bustos, 6/10/2018, 991139683, 45376392, emilio.cabrera@hotmail.com, Pediatría
D7518, 075352, Enrique, Rodríguez, Gómez, 4/8/2013, 931340170, 64046330, enrique.rodríguez@hotmail.com, Oncología
D5504, 091741, Raquel, Cortés, Romero, 13/4/1941, 985024730, 51586615, raquel.cortés@hotmail.com, Oftalmología
D1652, 031774, Cristina, Pizarro, Pizarro, 18/11/1961, 933318870, 82131841, cristina.pizarro@hotmail.com, Medicina General
D6147, 035439, Íria, Zúñiga, Luna, 28/11/1995, 942249457, 27524858, íria.zúñiga@hotmail.com, Neurología
D8703, 017147, Emilio, Torres, Ibacache, 21/8/2004, 980239877, 16057660, emilio.torres@hotmail.com, Urología
D7231, 092014, Lidia, Delgado, Guerrero, 2/12/1937, 936129584, 34585822, lidia.delgado@hotmail.com, Medicina General
D7354, 029800, Carolina, Ponce, Pizarro, 17/10/1965, 929758162, 46019698, carolina.ponce@hotmail.com, Neurología
